Date;Price;Open;High;Low;Vol.;Change %;
Jan 02;2012;4158.06;4177.53;4178.25;4147.86;-;-0.47%
Jan 03;2012;4163.16;4158.06;4192.01;4154.18;-;0.12%
Jan 04;2012;4198.12;4163.16;4199.37;4153.80;-;0.84%
Jan 05;2012;4188.65;4198.12;4198.12;4176.37;-;-0.23%
Jan 06;2012;4201.48;4188.65;4203.79;4177.08;-;0.31%
Jan 09;2012;4205.19;4201.48;4209.28;4182.89;-;0.09%
Jan 10;2012;4210.47;4205.19;4237.22;4199.80;-;0.13%
Jan 11;2012;4204.19;4210.47;4215.17;4189.55;-;-0.15%
Jan 12;2012;4213.54;4204.19;4230.96;4204.19;-;0.22%
Jan 13;2012;4205.05;4213.54;4225.68;4196.95;-;-0.20%
Jan 16;2012;4220.57;4205.05;4226.33;4191.72;-;0.37%
Jan 17;2012;4228.73;4220.57;4238.15;4216.13;-;0.19%
Jan 18;2012;4249.39;4228.73;4254.81;4213.89;-;0.49%
Jan 19;2012;4268.94;4249.39;4272.85;4018.46;-;0.46%
Jan 20;2012;4278.17;4268.94;4279.60;4251.14;-;0.22%
Jan 23;2012;4248.17;4278.17;4282.73;4244.33;-;-0.70%
Jan 24;2012;4243.44;4248.17;4250.27;4236.51;-;-0.11%
Jan 25;2012;4219.47;4243.44;4244.74;4218.74;-;-0.56%
Jan 26;2012;4218.79;4219.47;4230.86;4205.97;-;-0.02%
Jan 27;2012;4226.08;4218.79;4228.26;4205.18;-;0.17%
Jan 30;2012;4222.40;4226.08;4228.94;4185.71;-;-0.09%
Jan 31;2012;4260.76;4222.40;4275.69;4222.40;-;0.91%
feb-01;2012;4316.37;4260.76;4319.32;4260.97;-;1.31%
feb-02;2012;4338.37;4316.37;4346.49;4312.06;-;0.51%
feb-03;2012;4382.05;4338.37;4392.45;4334.30;-;1.01%
feb-06;2012;4377.69;4382.05;4387.69;4362.54;-;-0.10%
feb-07;2012;4362.74;4377.69;4383.51;4353.60;-;-0.34%
feb-08;2012;4362.16;4362.74;4365.93;4350.07;-;-0.01%
feb-09;2012;4403.95;4362.16;4410.27;4351.13;-;0.96%
feb-10;2012;4410.74;4403.95;4413.84;4371.08;-;0.15%
feb-13;2012;4433.59;4410.74;4442.53;4409.60;-;0.52%
feb-14;2012;4435.18;4433.59;4444.20;4418.10;-;0.04%
feb-15;2012;4477.48;4435.18;4479.08;4435.18;-;0.95%
feb-16;2012;4490.66;4477.48;4493.16;4453.10;-;0.29%
feb-17;2012;4545.90;4490.66;4548.43;4490.66;-;1.23%
feb-20;2012;4540.95;4545.90;4553.54;4530.18;-;-0.11%
feb-21;2012;4525.33;4540.95;4541.54;4513.12;-;-0.34%
feb-22;2012;4519.44;4525.33;4526.95;4496.79;-;-0.13%
feb-23;2012;4494.72;4519.44;4525.65;4489.86;-;-0.55%
feb-24;2012;4512.16;4494.72;4515.31;4494.32;-;0.39%
feb-27;2012;4495.32;4512.16;4513.30;4474.77;-;-0.37%
feb-28;2012;4520.79;4495.32;4523.44;4491.42;-;0.57%
feb-29;2012;4535.60;4520.79;4550.82;4520.79;-;0.33%
mar-01;2012;4559.81;4535.60;4570.64;4524.99;-;0.53%
mar-02;2012;4552.34;4559.81;4565.25;4541.11;-;-0.16%
mar-05;2012;4506.41;4552.34;4553.62;4499.94;-;-1.01%
mar-06;2012;4483.75;4506.41;4506.41;4454.86;-;-0.50%
mar-07;2012;4480.32;4483.75;4510.14;4475.98;-;-0.08%
mar-08;2012;4515.34;4480.32;4519.55;4480.32;-;0.78%
mar-09;2012;4520.31;4515.34;4528.34;4514.87;-;0.11%
mar-12;2012;4525.67;4520.31;4526.72;4511.15;-;0.12%
mar-13;2012;4529.01;4525.67;4543.48;4521.73;-;0.07%
mar-14;2012;4551.50;4529.01;4555.77;4529.01;-;0.50%
mar-15;2012;4580.63;4551.50;4584.10;4551.50;-;0.64%
mar-16;2012;4585.95;4580.63;4602.82;4571.41;-;0.12%
mar-19;2012;4644.31;4585.95;4645.46;4584.59;-;1.27%
mar-20;2012;4614.38;4644.31;4644.31;4602.64;-;-0.64%
mar-21;2012;4620.51;4614.38;4631.84;4612.57;-;0.13%
mar-22;2012;4586.78;4620.51;4620.51;4580.91;-;-0.73%
mar-23;2012;4617.69;4586.78;4621.25;4568.58;-;0.67%
mar-26;2012;4659.97;4617.69;4663.18;4622.27;-;0.92%
mar-27;2012;4690.15;4659.97;4691.65;4658.12;-;0.65%
mar-28;2012;4668.23;4690.15;4690.96;4659.22;-;-0.47%
mar-29;2012;4650.07;4668.23;4668.23;4634.88;-;-0.39%
mar-30;2012;4671.28;4650.07;4674.83;4645.91;-;0.46%
Apr 02;2012;4694.86;4671.28;4695.69;4663.16;-;0.50%
Apr 03;2012;4655.18;4694.86;4696.67;4651.61;-;-0.85%
Apr 04;2012;4634.59;4655.18;4655.18;4617.96;-;-0.44%
Apr 05;2012;4647.99;4634.59;4649.18;4621.92;-;0.29%
Apr 09;2012;4606.02;4647.99;4647.99;4600.15;-;-0.90%
Apr 10;2012;4569.42;4606.02;4611.56;4563.22;-;-0.79%
Apr 11;2012;4547.14;4569.42;4600.12;4545.06;-;-0.49%
Apr 12;2012;4549.72;4547.14;4559.89;4537.79;-;0.06%
Apr 13;2012;4527.46;4549.72;4552.79;4515.69;-;-0.49%
Apr 16;2012;4519.46;4527.46;4542.25;4494.90;-;-0.18%
Apr 17;2012;4517.98;4519.46;4543.41;4517.90;-;-0.03%
Apr 18;2012;4520.74;4517.98;4525.94;4500.89;-;0.06%
Apr 19;2012;4541.05;4520.74;4543.86;4520.38;-;0.45%
Apr 20;2012;4594.44;4541.05;4596.78;4550.68;-;1.18%
Apr 23;2012;4551.45;4594.44;4594.75;4535.04;-;-0.94%
Apr 24;2012;4565.20;4551.45;4569.52;4551.45;-;0.30%
Apr 25;2012;4566.37;4565.20;4585.42;4563.81;-;0.03%
Apr 26;2012;4559.34;4566.37;4566.37;4537.86;-;-0.15%
Apr 27;2012;4575.54;4559.34;4579.36;4551.88;-;0.36%
Apr 30;2012;4585.77;4575.54;4590.41;4549.98;-;0.22%
may-02;2012;4554.39;4585.77;4591.15;4552.87;-;-0.68%
may-03;2012;4521.01;4554.39;4559.29;4516.52;-;-0.73%
may-04;2012;4529.21;4521.01;4533.87;4518.86;-;0.18%
may-07;2012;4545.65;4529.21;4548.35;4511.40;-;0.36%
may-08;2012;4520.62;4545.65;4548.35;4513.09;-;-0.55%
may-09;2012;4492.75;4520.62;4520.62;4489.99;-;-0.62%
may-10;2012;4485.53;4492.75;4506.23;4475.90;-;-0.16%
may-11;2012;4476.30;4485.53;4504.76;4469.39;-;-0.21%
may-14;2012;4414.92;4476.30;4485.27;4412.92;-;-1.37%
may-15;2012;4357.90;4414.92;4424.60;4353.72;-;-1.29%
may-16;2012;4313.70;4357.90;4393.56;4313.02;-;-1.01%
may-17;2012;4277.33;4313.70;4318.14;4269.70;-;-0.84%
may-18;2012;4239.71;4277.33;4296.09;4229.70;-;-0.88%
may-22;2012;4236.99;4239.71;4307.28;4218.69;-;-0.06%
may-23;2012;4201.45;4236.99;4236.99;4153.85;-;-0.84%
may-24;2012;4221.18;4201.45;4250.51;4199.46;-;0.47%
may-25;2012;4254.61;4221.18;4256.84;4202.40;-;0.79%
may-28;2012;4260.62;4254.61;4270.35;4245.13;-;0.14%
may-29;2012;4269.38;4260.62;4309.55;4260.62;-;0.21%
may-30;2012;4270.76;4269.38;4276.02;4241.67;-;0.03%
may-31;2012;4318.16;4270.76;4321.52;4270.76;-;1.11%
jun-01;2012;4280.51;4318.16;4318.16;4273.04;-;-0.87%
jun-04;2012;4206.68;4280.51;4280.51;4198.73;-;-1.72%
jun-05;2012;4205.52;4206.68;4231.77;4200.42;-;-0.03%
jun-06;2012;4270.31;4205.52;4272.10;4204.15;-;1.54%
jun-07;2012;4284.48;4270.31;4311.61;4270.31;-;0.33%
jun-08;2012;4349.46;4284.48;4351.62;4274.14;-;1.52%
jun-11;2012;4305.80;4349.46;4377.10;4297.16;-;-1.00%
jun-12;2012;4281.82;4305.80;4314.25;4281.42;-;-0.56%
jun-13;2012;4255.47;4281.82;4283.92;4246.35;-;-0.62%
jun-14;2012;4274.41;4255.47;4280.43;4254.06;-;0.45%
jun-15;2012;4317.83;4274.41;4325.88;4270.81;-;1.02%
jun-18;2012;4337.43;4317.83;4346.95;4303.36;-;0.45%
jun-19;2012;4356.63;4337.43;4361.19;4337.43;-;0.44%
jun-20;2012;4396.78;4356.63;4403.57;4354.04;-;0.92%
jun-21;2012;4361.58;4396.78;4402.56;4352.62;-;-0.80%
jun-22;2012;4358.84;4361.58;4363.93;4336.75;-;-0.06%
jun-25;2012;4326.54;4358.84;4358.84;4310.17;-;-0.74%
jun-26;2012;4324.01;4326.54;4336.01;4319.59;-;-0.06%
jun-27;2012;4337.07;4324.01;4348.90;4324.01;-;0.30%
jun-28;2012;4336.36;4337.07;4339.57;4318.76;-;-0.02%
jun-29;2012;4400.10;4336.36;4401.76;4336.36;-;1.47%
jul-03;2012;4420.32;4400.10;4423.46;4399.15;-;0.46%
jul-04;2012;4418.69;4420.32;4420.86;4402.83;-;-0.04%
jul-05;2012;4426.20;4418.69;4428.69;4398.18;-;0.17%
jul-06;2012;4413.41;4426.20;4426.20;4397.16;-;-0.29%
